,audio,transcription,speaker
48,common_voice_en_27627672.mp3,Adult male with a monotone silvery voice speaks in an American accent with no background noise,3a3a12ef79a5ae168e17630ddee4bc75ac379e7a4bd0a2c01e9dfef7f09c47891f3ab3c3943a9b3255d4962453f314a139edc4c88d3e71a3128f49ef85947a79
49,common_voice_en_20801037.mp3,Adult American male speaks enthusiastically and informatively with a strong smooth voice and higher than average pitch,90a867c112ece5d523c5235f316b0f14041c56d45a6490fdc890e894e71e45b4da43e1e7e0defdcc0b78689362d9e771aded54533a15e3d0f3e7e79b36eb7ea5
50,common_voice_en_32850490.mp3,Mature British male speaks with a strong guttural voice and narrative tone,66d8693f2ded1b51d2d39ef039958290d0de0e7b6c400a9f42d581fa6014a4d20c49509ef27c5cb420686eee0ea3b09b6fdcb566f838b631bd6056c51469ad8b
51,common_voice_en_517926.mp3,Adult male with an Indian accent speaks confidently with a smooth voice,d89374738154cdf0eaff1c7807790daae0d99a33b69edd080147bae4467be6945839352bdfa2f470b038b37b4e574bdcd7254b456acd0f039a32742b80c205b7
52,p234_050_mic1.flac,Female with a British accent and sharp voice speaks quickly,p234
53,common_voice_en_208716.mp3,Older mature male with a slightly worn thin voice speaks emotionlessly,f969a49786a9dbc2af164daa511a78aba68c312c3a6cb40c2089f92e7d90e08c866911b3200fa1e3ba6793968bda19e5aa6cc04756cc87c2f15d62c05d4479ac
54,common_voice_en_24010606.mp3,Older mature male with a German accent speaks with a deep gravelly voice in a narrative tone,372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8
55,common_voice_en_60335.mp3,Mature female with an American accent speaks in a menacing tone and low pitched warm voice,4315b20f40b35bef78fbd726842016d54cd37cb92c7321699f9fe166f3477e9e28b0952f742628e7decb5e519a1d288bc0ef4b45ddb6fd2dd38b1d7372f860fc
56,common_voice_en_87549.mp3,Mature male with a strong harsh voice speaks in a British accent ,1d5071063730fea782e43765eda2a1929f69e4174b5d9c2c8ba0b35d18bee5da18ce8384a707e631851fc40608300291801b629b61a449e6a13ce034823302df
57,common_voice_en_18252605.mp3,Adult male with an American accent and nerdy sniveling low pitched voice hesitates while speaking,0e1b568e5f67e4c12c24a42cc177c01798be17f5c0a066140bd437302c300d59c93f895d80a94c61b3db5636ce4977d723a80c1b49d0fb9668090a13efe25c9d
58,common_voice_en_19062537.mp3,Adult male with a high pitched voice speaks with unclear pronunciation and croaky voice,939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461
59,common_voice_en_121339.mp3,Adult male with a confused tone and smooth thin voice,01bc2f9bfe3016dbcc9d7771ba1dd7c973a5b4bb0d73bede03000b5c3a4b1eb9d6d1644c2ffb10e90537ba88f8fadec67c6a9a5e37f7e80d19c3622ac6b60f1a
60,common_voice_en_23988568.mp3,Adult male with a low pitched voice speaks with a buzzing background noise ,9359c18bf9d225eae97345cdf9b3486b3c2c54ffcff2f5695a0d2eb18145452c79782c80679582ad794f0197975ceb1d8f9f7a570a848beefe12dc35ace115c3
61,common_voice_en_162983.mp3,Elderly woman with a medium pitched voice speaking hastily,8fdaf6d716fe6b12e0b486afd104d05cefac5855c22b32b17cf3fbb58b68e0e05128cc9b1c395dfe0eadad602030cd6e8010594853b9396afdda8e358aebe2a1
62,p237_130_mic1.flac,Adult male with a low pitched voice speaking quickly in a serious but monotone voice,p237
63,common_voice_en_22299629.mp3,Elderly male with a deep clear voice speaks in a serious tone,4bf6a8447c3ff99dfd903adf11f2bcbd514fed0b77f26f4f616ada44fb86fbfa997a1540d148fb84a4dcb156451938398b05c74b838cb7988a5ed4813e08d059
64,p247_063_mic1.flac,Adult male with a high pitched voice and a British accent,p247
65,common_voice_en_26013761.mp3,Adult male with a low pitched voice an an Italian accent speaks quickly with unclear pronounciation,3447120ac93b7c7788687c259b7f55058804e4982c36174a9a0af762495a6c2310915d2b10562a1f75255d5b0a18eefb304ef7b042006d96d83158f22d238de8
66,p362_417_mic1.flac,Adult woman with a low pitched serious voice,p362
67,common_voice_en_8607933.mp3,Adult male with a serious tone and low pitched voice speaking formally,eac3a80b2371b110ded6551ce8466c8fbdec5bb202ac04390b23d14c84bf3bfb03682de4e28ae53f38cf06ba57debd1b40eed2c8a759c6e6d7a28c48206ca82d
68,p345_127_mic1.flac,Adult male with a medium pitched friendly voice ,p345
69,common_voice_en_21796469.mp3,Adult male with a high pitched voice pauses heavily on a comma,6da09a0f14894079b9496cc78fbc5f8b636c58169a3cdade4941a2da73d3907e99c8e9682e45bb3cb58b2e15c904bd1d1827915dca2436ff77b4ad540cfdcd81
70,common_voice_en_27643498.mp3,Adult male with a low pitched voice and a British accent ,909eb302776bcc3cf6545ec96c3eb8fa30dd081b5139f2b34a43c982e319e88ce857a0cbb0dddd58a3d9d4fdb9bbae766c47faa268c66ddc938871fd39b7b9d0
71,common_voice_en_11734.mp3,Old male with a low pitched voice speaks convincingly,d4f3ad33bdf15e28494dbea86a997a3a5a2b7bb1a64d490c49326f43cdb58175c9e108e8bb8ab54b59743eac6905bfab716d210dcf422ffe79170754116d1171
72,common_voice_en_18115873.mp3,Adult male speaks in a deep voice and a British accent,87c23a83e32d95903a6bc6d2af82605dec3f4fb1cdcd0381d5e56c70062fce1714c575690e0dea0a83c9a72ba39569684ce34300c6104c1415dbd067095f8ccd
73,common_voice_en_18811928.mp3,Adult male with a low pitched voice telling a story,9118647f11c456a6c13b320a06314222dbfbc22d32383f47847132c840b4ad12b4df64088700c859bcc16514b6ac45161b9c234223ad008e40bbc333472064ab
74,p276_243_mic1.flac,Adult woman with a formal tone speaks with a medium pitched voice,p276
75,common_voice_en_121637.mp3,Adult male with a low pitched voice speaks with an accent,4b250599ee01ecf842c8e051e51c941a1df50df9457b9d31b648511fd967ffa8eef1fe6d08d3e6cce589a5666bd574fafd3e1b42af287c68353dc245e079d2b1
76,common_voice_en_18314103.mp3,Older male with a deep voice speaking in a sad tone,ac6c32f959398d495a2bd3ff3a6d7b3dc0f9700ded23aef5f248bc799b3210e84b90cf8eaca63f0bd7caad7fd8d2f1914223a32a39085381242d0f0b0411ce5d
77,common_voice_en_17292918.mp3,Older male with a low pitched voice asking a question,2ec83f7b270ee438a01bf62f625c93bb018a604841f910f92b5d1747bae4a24a48fbb1221613365c8a80ba63ef487318eca2dcf35998b3d4f640ed5ad1723301
78,p310_194_mic1.flac,Adult woman with a higher pitched voice speaks in a convincing way with very clear and proper pronounciation,p310
79,common_voice_en_22972524.mp3,Young adult male with a high pitched voice and an excited tone,08457e468d866bcff61ccec90349acc6d0fefb3c1cfc0cc5d854feea9adb20142e8f36f43510a9465ce4a5d75989a265839e2fa1a9530f076737c6818f3617a1
80,common_voice_en_21686892.mp3,"An adult male speaks clearly but his ""p"" sound is over-pronounced.",393ab743f2ad52cee65ab1b53571333466f91b7d69b4ee033fe98374de90d13512bcd6d5758bfd6cdd14f6afa6f8ca3b3f1a7b4fdd8d6c443ab8cef5fa39ce10
81,common_voice_en_20283080.mp3,An adult male with a thick foreign accent speaking in a low voice and slowly.,ca058ea5b4922fec9fa9152c41bc49bb5c528014e769b6614c977b8155398dd4646b411776b0d56cc6a9ab9699727b541da307d2797d1313dfb5a4f318a3e21f
82,common_voice_en_17957982.mp3,An adult male speaking loud and clearly.,2b377201db93d93ff055836f6528e2d2b9c5857543c07ca8cf02616db81f1c5b19b0f6032536207b96aa177294f4d11c0ff74a2211cf3297b0005536007869c0
83,common_voice_en_23943004.mp3,"A young girl speaking loudly and in a slightly aggravated tone, some sort of machine can be heard in the background.",30cf92caa81bb2bef0f868e2e97e200dc6f77a01d6f188c1977cdace5bba9eb317190fd2c260eba1c3cb9f6ab22c6733a8a228049e1ad115fbcc13f4d3f53943
84,common_voice_en_19025984.mp3,"An adult male speaking calmly and softly, and crickets can be heard in the background.",afb414d76e7bb8e7d84955915480fd35c73a98cc181de64710536ff6f1980639234517a73c3841730383b84ec8f9e909c00b126d48e34affc9e1df56e23f216d
85,common_voice_en_27179413.mp3,A mature male with a slightly croaky voice speaking softly and calmly.,c84c103bba3738ed980d3a1590fb7c68dafb8a09f6ddedd01228c0362fe4763b88ef3b2d58d5625dfb853592063c8db58464d4e7b0863c4081a7e01ec7806cec
86,common_voice_en_24276272.mp3,"A mature man with a foreign accent, speaking in low voice and a slow manner.",372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8
87,common_voice_en_696759.mp3,A mature male speaking in a low rough voice.,8d4b9c88cf810512efd742df8227e40c1a17802e84cb3b77b6b15f258df186ba65394e455ac18b7e1d8279bcafad91c110ce36d79a09314910bb9e8867d9dfa4
88,common_voice_en_561443.mp3,An adult male with an American accent speaking in a soft but nasal voice.,c33661580ae7bf53462de1ea2220c1da1dc9e17f8f5a125b0aaa3b528aeeb3a11c2c11af6ab27a49857e99e4addceede4cf7ae11523264487f69472a55927ac4
89,p265_169_mic1.flac,"An adult woman speaking in what might be a Scottish accent, firmly.",p265
90,p306_314_mic1.flac,An adult woman speaking in a low voice but very calmly and clearly.,p306
91,common_voice_en_330852.mp3,An adult male speaking in a very flowy manner and very clearly.,b1458b769af8fc8254b5dfe6ec1188f2b495edc6e345ad3e95d6239c86658baff929458bbb57f034b642a3b024cede80fff1623360a531afc77f11a847bc0edd
92,common_voice_en_60768.mp3,An adult man with a low voice speaking calmly but the audio file is quite muffled.,135c7e4ead1ca1b9eb46a23d1d0c6ba7aa02b5d8d340a96137a26ab4bc6ff454fbf7d10eb73a17bf0452cb6180f62ac82e739b997da9ad2b6cacff8c11a57a4e
93,common_voice_en_20260724.mp3,An adult male with a low voice speaking in a loud and clear manner but is too close to the mic.,c7474b331a938aae895fe501a995e3aea18329d8ff45d704aee49c2e0a418d4b106c8fa374a90a417a464fc7cc80c5f9529dd4902930a291f3a20bdd69afd9c4
94,common_voice_en_217794.mp3,"An adult male with a slight British accent, speaking in a low and quiet voice, almost whispering.",2616e7a9595a9e57c4be59e468a0197c41afc6508ecc5c8487cad9c1e12624016b262e0d8086bc485d6d7b8ce02e5d333c7681c7086e7bea2fc37d9c051a09e9
95,common_voice_en_19079900.mp3,"An adult man with a nasal voice speaking expressively, almost like a nerd.",eba6832785b435c14a6a39c48fd232f663867a1240dbf33f99519a9352e86308bc30747694b4e0735c7d34a9b3793404f3da8a584e4a68ea4b0ed3396e8a0d11
96,common_voice_en_28132516.mp3,An adult man speaking clearly but in an uninteresting manner.,b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce
97,p249_108_mic1.flac,An adult woman with a slight Scottish accent speaking softly and calmly.,p249
98,common_voice_en_18115067.mp3,Adult male with an Indian accent who lacks pauses in his speech.,d40a58913c75e3b9fa3c68221a20a5fe191f69e3bb9f35c55ea2fb1690720b8d23f2f9731d46a18adccfbd6ea1bf77f429f90e7287aeb76fabdc938b8af97295
99,common_voice_en_23774101.mp3,An adult male with a nasal voice speaking loudly and clearly.,f86623298d3dbab0187cbb055721fd4596c8665c4e19fd49626680bad857630e33db565c426d2d648df7136e1e3374004d18f072ce5da469596f6a1ebe8f5e62
100,common_voice_en_172009.mp3,"Adult male with Germanic accent speaking in a clear, but unsure tone of voice.",616805717b33c1ea2fed7fde1ef4addacdb1c9c9e1f8dbc4373060e909b3480e3201f7da12401f4114ce0b0db2ff7380d0ddb9590eacb7e4d166170b0e04a023
101,common_voice_en_20045011.mp3,"A younger adult female with American accent and high pitched, more childlike voice speaks in a clear, convincing manner",83ea7bf72cf6dbf761a5cc956e93f24622ab0a1f4f84086c03d3b8dcda396ba723cfdbe487e86a9378536c0b21897e1cc865589ce5ae4674549e1ec9d7ea8d7b
102,common_voice_en_35707.mp3,"Adult male with Unclear accent speaking in a clear, expressive tone of voice, muffled due to the low sound.",be6e1a9f47fd4601cc30e690190c38c76924adfb118e51cab7504fd60eb2c56b0d700ddee2045c138d205fd87d15f8b1f064055dc8a3c9809fdc1436b9ae35c9
103,common_voice_en_21076076.mp3,"Younger adult male with American accent speaking in a clear tone of voice, muffled by the low sound of the recording.",8ef7f88b8891f6a6e9eccf1249097780a67f820d574fa9ec4e4a6ed062d7e4f8ca1468797fb80194c41f7e06491d629feb46388656758217456f07ac61c3b5c5
104,common_voice_en_18998643.mp3,"Adult male with British accent speaking in a slightly muddled way with faster tempo, high sound, with a slight background noise.",c7fa9b2502b716b516b076ca89ff79e29d183ac0c006ce10ce33b61b0cd08542049535c83a89ff71168375d4a3bbbca2bcc25ecf5cc5f0653563862b73121cd2
105,p274_115_mic1.flac,"Younger adult male with British accent speaking in a clear, expressive tone of voice.",p274
106,common_voice_en_28425647.mp3,"A mature woman with American accent speaks in a clear, pronounced, matter of fact tone",756589f8c06d26a03520de98a747eaecbab0d997dcf50def7424962910e1990c27f7b8c71768fc07bfb17dc7dcc87659f08d3e368390f3bbe04f65cd64b27a13
107,common_voice_en_537940.mp3,"Adult male with British accent speaking in a clear voice with faster tempo, but with low sound, which slightly muffles his speech.",b04e3d4f36bae41d02ef47225a188d5c33ef13f5171fa540996fce72430db1b8e82ce63698f0c99b4e5aa4ebab827365a12aac6b5388a459883117a9fac0afd6
108,p271_421_mic1.flac,"Younger adult male with American accent speaking in a clear but almost monotone voice with faster tempo, high sound.",p271
109,common_voice_en_22230421.mp3,"Adult male with American accent speaking one word in a slightly muffled way, with a noticeable click in the end.",45e6d7cb3cd43f8fe6b658072bc85306f03e83fe63226446eccbc2b2931104ce5b465d75f899212b8e099ed339ab3880ee889a5977b8c40bb96b255ffce40ea1
110,common_voice_en_20243949.mp3,"Older adult female with British accent speaking in a clear tone of voice, interrupted by loud clicks and hisses throughout.",4d38844c8b4c95e0cc9eb49a7d87edc369be584b321ba648519541bb78e8a20c4979837c34d420f86ba5c165fa550f0dcc31f9f6ce227a5fc7d25a1803de4b16
111,common_voice_en_18725426.mp3,"Older male with American accent speaking in a convincing, serious, lower-pitched tone of voice.",ab72e9ab22713aec03a3189202a0713e56016ea07569b3041fcd65d77c9eb3f8c692f7ccaec75c16bbc62476d528f434d829193994cf07fcde9e3b1e4a2fa93a
112,common_voice_en_2151105.mp3,Younger male with American accent speaking in a clear way but with a slightly unclear pronunciation.,356821141fb0703c26547d67cebf498dbdead9ca917ac42006ace165273c8b66632acc3704d41f03e1e73c6455a714e7522c6efc01effef4d4b536489f21523b
113,common_voice_en_20239344.mp3,"Mature adult male with British accent speaking in a clear, convincing, lower-pitched voice.",26119d8875376e9919a93ab63e3b76854cdc4169cf5678a6b13b3686eb1d2fcbacd475c1ea243ba85bcfdf63102208986f87a0b92c7abd6f235e2e116df36426
114,common_voice_en_23858946.mp3,"Adult female with British accent speaking in a clear, slightly whispering tone of voice.",fd8233b9e60ba635cefb3d3130ae076b83e54d8e90e56e8ecb3319ade12af143709276ca2e455358d19c6c896abf9ffc87633d585548f1ee9fc52c6067fd1254
115,common_voice_en_18012939.mp3,"Adult female with European accent speaking in a clear voice with a slower, measured tempo.",4b70f5adc7f69c1fc02c368eeafb332c7a5591bf5436999726a0258d4b0ab030e7fe98474926ad55f1ddc87fbb78527d3dc0b9f7234d9c81692a36367e118637
116,common_voice_en_623517.mp3,"Adult male with American accent speaking in an upbeat voice, in a faster tone.",de132a8bd5cf0c649b0b626bd3329b848db4b42df194bb3611d1e17652d9c8eeb0d1f725e9382e72315fcdab17acb5f2f517123b084d9c4c2ebec9473f98a22a
117,p226_040_mic1.flac,"Younger adult male with British accent speaking in a clear, curt tone of voice.",p226
118,p304_122_mic1.flac,"Adult male with British accent speaking in a clear, matter-of-fact tone of voice.",p304
119,common_voice_en_27224457.mp3,"Adult female with American accent speaking in a clear, explanatory tone of voice.",262458d204784d5a9e75af3b19fd7c56216c4fe8bd2beb708851f6615956e65ec9a0759cc666625f004594433c98836217cba05a8d42ed116de0e2de8e59b735
120,common_voice_en_19672193.mp3,A young Scottish female with a deep raspy voice speaks calmly.,6a69216ad55759b77e952c46b89bd3ce7b23517b1e962c2d9e5f13364cc7833ca28dce6f4b634b9f56a6bf43e3997a72f81cbfa2cf69500b21f0fb89d703df6c
121,p279_170_mic1.flac,A young British male with a rather high-pitched voice speaks in a cheery voice with some vocal fry at the end.,p279
122,common_voice_en_27405350.mp3,A young Indian male speaks in a raised monotone.,b15e81b74f3a01152401371744ce17a419c45a9415478075dd9d5dab5818374ad025c732871b55b1d5242f40357f577ab2dfd02950081c195bf04dd7b8aa7910
123,p268_080_mic1.flac,A young British female speaks clearly.,p268
124,p364_046_mic1.flac,A young male with a Scottish-like accent asks a question rather clearly.,p364
125,common_voice_en_18483508.mp3,Clicks surround a mature American male with a deep voice speaking very clearly.,3ba950021af90f49e86b25625606d7764ccf3e661166eeec428a6f2264a1ff888011fbd2b5b4777050867c570fb79dde97c8d3617e88085c7244015dcfccbe4e
